"eISBN13","Print ISBN13","Title","Subtitle","Publisher","Imprint","Publication Date","On Sale Date / Embargo Date","Series Name","Series Number","Edition Number","Edition Description","BISAC Code","BIC Code","LC Classification","Dewey Decimal Code","Language","Page Count","Content Description","Copyright date","Contributor 1","Contributor Role 1","Contributor 2","Contributor Role 2","Contributor 3","Contributor Role 3","Exclusive Rights Countries","Non-Exclusive Rights Countries","Exclusive Rights Regions","Non-Exclusive Rights Regions","Not For Sale Countries","Not For Sale Regions","Price","Currency Code","Business Model","Price Type Code","Price Type Description","Discount Amount","Discount Percentage","Price Effective From","Price Effective Until","Discount Code Type Code 1","Discount Code Type Name 1","Discount Code Value 1","Discount Code Type Code 2","Discount Code Type Name 2","Discount Code Value 2","Discount Code Type Code 3","Discount Code Type Name 3","Discount Code Value 3","Countries Included","Countries Excluded","Regions Included","Regions Excluded","Asset Type"
"9781479452729","","The Return of Tarzan","","Wildside Press LLC","Wildside Press","20200824","20200824","","","","Digital original","FIC004000","FC","","","eng","300","The Return of Tarzan picks up soon after the point at which Tarzan of the Apes concludes. The ape man, feeling rootless in the wake of his noble sacrifice of his prospects of wedding Jane Porter, leaves America for Europe to visit his friend Paul d'Arnot. On the ship he becomes embroiled in the affairs of Countess Olga de Coude, her husband, Count Raoul de Coude, and two shady characters attempting to prey on them, Nikolas Rokoff and his henchman Alexis Paulvitch. Rokoff, it turns out, is also the countess's brother. Tarzan thwarts the villains' scheme, making them his deadly enemies.<P>
Later, in France, Rokoff tries time and again to eliminate the ape man, finally engineering a duel between him and the count by making it appear that he is the countess's lover. Tarzan deliberately refuses to defend himself in the duel, even offering the count his own weapon after the latter fails to kill him with his own, a grand gesture that convinces his antagonist of his innocence. In return, Count Raoul finds him a job as a special agent in the French Ministry of War. Tarzan is assigned to service in Algeria.","20200101","Burroughs, Edgar Rice","Author","Wurf, Karl","Introduction by","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479452323","","On the Banks of Plum Creek","","Wildside Press LLC","Wildside Press","20200807","20200807","Little House","4","","Digital original","JUV016140","YFA","","","eng","213","The fourth of the Little House Books, this tells the story of Laura and her family living a tough life on the banks of Plum Creek in a house made of sod. Blizzards, grasshoppers and a cow through the room are just some of the challenges they face as they battle to make a living in late 1800s America.","19370101","Wilder, Laura Ingalls","Author","","","","","AE AF AO AW AZ BB BD BH BI BJ BM BN BO BS BT BW BY BZ CA CD CF CG CM CN CO CU CV CY DJ DM DZ ET FM GA GD GM GN GQ GW HK HT ID IN IQ IR JM JO JP KG KH KI KM KN KP KR KW KZ LA LB LC LK LS LY MA MD MH ML MM MN MO MU MV MW MY NA NE NP NR OM RW SC SD SN SR SV SY SZ TD TG TH TJ TL TM TN TO TT TV TW TZ UG UZ VE VN ZA ZM ZW","","","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479403486","","Five Steps to Tomorrow","","Wildside Press LLC","Wildside Press","20140821","20140821","","","","Digital original","FIC028000","FLC","","","eng","150","The scene is Earth in the near future. The scientific force of the Dictator Syndicate, controlled by five men, has reduced whole segments of the population to mindless robots. Humanitarian dissenters are driven mad...then swiftly murdered. As civilization's end rushes closer, one lone man opposes the forces of darkness...only he can nullify the powerful invention of the evil five!
<P>
A classic of science fiction by the author of ADAM LINK, ROBOT!","19650101","Binder, Eando","Author","","","","","","","WORLD","","","","4.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479418459","","Face of Evil","","Wildside Press LLC","Wildside Press","20180703","20180703","","","","Digital original","FIC022000","FFC","","","eng","20","It was noon and the stocky detective with the swarthy face waited in the corridor of the City Hospital. He was a middle-aged man with heavily defined features. His coarse dark hair was salted with gray and a little string of sweat beads glistened on his forehead. His heavy shoulders drooped from fatigue. His eyes were large and dark and there was weary compassion in them as if they had looked upon the thousand faces of human life, neither with despair nor hope, but only with a patient acceptance. The whites of the eyes were filamented with bloody threads. He had not slept the night before. He had stayed on duty because the psychopathic killer the papers called The Butcher was loose again. The detective’s name was Romano. He was a lieutenant of Homicide, Manhattan West.","20180101","Alexander, David","Author","","","","","","","WORLD","","","","7.79","NOK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479452187","9781479452187","The Searchers: Bonus Edition","","Wildside Press LLC","Wildside Press","20200801","20200801","","","","","FIC033000","FJW","","","eng","306","Amos Edwards and his adopted nephew, Martin Pauley, try to to find 10 year-old Debbie Edwards, who was abducted by Comanche after a raid that left her family dead. The story is loosely based on what happened to Cynthia Ann Parker, abducted by Comanches in Texas in 1836 when she was about 10 years old. The Searchers was later adapted into the classic movie of the same name, directed by John Ford and starring John Wayne.&lt;P>This ebook includes a bonus short story, &#34;The Battle of Gunsmoke Lode,&#34; originally published in Collier&#39;s Weekly in 1930.","20200101","May, Alan Le","Author","","","","","AE AF AO AW AZ BB BD BH BI BJ BM BN BO BS BT BW BY BZ CA CD CF CG CM CN CO CU CV CY DJ DM DZ ET FM GA GD GM GN GQ GW HK HT ID IN IQ IR JM JO JP KG KH KI KM KN KP KR KW KZ LA LB LC LK LS LY MA MD MH ML MM MN MO MU MV MW MY NA NE NP NR OM RW SC SD SN SR SV SY SZ TD TG TH TJ TL TM TN TO TT TV TW TZ UG UZ VE VN ZA ZM ZW","","","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479441365","","The Case of the Two Strange Ladies (Way Out #4)","","Wildside Press LLC","Wildside Press","20180101","20190114","","","","Digital original","FIC022000","FFC","","","eng","212","It's tough being a damn'd Yankee reporter in Southern City, but life just gets worse when the nude bodies of two women -- one white, one black -- are found dead in Cattail Swamp with their heads cut off and swapped. Of course the only way to identify them is to have the bodies on display so every person in Southern City can see them. With such an organized ritual, how can ace reporter Tommy Skirmont ever hope to solve the mystery and keep his job?","19430101","Keeler, Harry Stephen","Author","","","","","","","WORLD","","","","25.00","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781434447876","9781434441225","The Blue Hackle","A Jean Fairbairn/Alasdair Cameron Mystery","Wildside Press LLC","Wildside Press","20120928","20120928","","","","","FIC022030 FIC022040 FIC022000","","","","eng","365","Alasdair Cameron and Fergus MacDonald were childhood friends. Their fathers’ caps carried a blue hackle, the badge-feather of a distinguished Scottish regiment. Now the feather in Fergie’s cap is the decaying Dunasheen Estate on the Isle of Skye. His desperate schemes to save his home depend on a collection of historic artifacts, a handful of paying guests expecting a traditional Scottish New Year celebration, and the help of Alasdair and Jean Fairbairn, who plan to wed in the Gothic folly of Fergie's chapel. But if Alasdair and Jean can't untangle the threads of the past and net a present-day killer, then they and their wedding rings won't get to the church on time—and more blood will flow for the sake of Auld Lang Syne!","20100101","Carl, Lillian Stewart","Author","","","","","","","WORLD","","","","3.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479435784","","The Avenger","","Wildside Press LLC","Wildside Press","20171129","20171129","","","","Digital original","FIC031010 FIC050000","","","","eng","179","Morgan Wayne knew that the peddlers of vice and dope were untouchable.<P>
He knew that the Mafia's arm was long and its hand held a killer's knife.<P>
He knew the willing women they would send to tempt and betray him.<P>
He knew his own nerve and strength and skill.<P>
He knew the white hate within him for the crime lords and their gunmen.<P>
So he walked alone into the very heart of gangland to deal justice where the law had failed.","19520101","Blood, Matthew","Author","","","","","","","WORLD","","","","3.99","CAD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479454501","","The Belle of Bowling Green","","Wildside Press LLC","Wildside Press","20201011","20201011","","","","Digital original","FIC004000","FC","","","eng","354","Amelia Edith Barr (Huddleston) (1831-1919) was a British American novelist. In 1850 she married William Barr, and four years later they immigrated to the United States and settled in Galveston, Texas where her husband and three of their six children died of yellow fever in 1867. With her three remaining daughters Mrs. Barr removed to New York City in 1869 where she began to write for religious periodicals and to publish a series of semi-historical tales and novels.","20200101","Barr, Amelia E.","Author","","","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","Web PDF"
"9781667631530","9781667631530","The Commonsense of Monsieur Lebel","","Wildside Press LLC","Alien eBooks","20240124","20240124","","","","","FIC014000","FFC","","","eng","17","When Parisian snail merchant Monsieur Lebel discovers his late wife's trove of sparkling imitation jewels are actually genuine gems worth a fortune, he sees a golden opportunity to secure his daughter's dowry -- and rekindle an affair with his alluring mistress. But entanglements ensue in this witty tale rich inBelle Époque local color.","20240101","Abdullah, Achmed","Author","","","","","","","WORLD","","","","0.99","CAD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479443383","","Just Another Bum","","Wildside Press LLC","Wildside Press","20190516","20190516","","","","Digital original","FIC022000","FFC","","","eng","21","When the police arrested Harry Sauer, a hitch-hiker carrying a knife and a briefcase full of loot, they got out their rubber hoses and went to work on a deep mystery. A classic pulp story from Detective Story Classics, January 6, 1934.","19340101","Chidsey, Donald Barr","Author","","","","","","","WORLD","","","","7.79","NOK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479401338","","The Second Cat Megapack","Frisky Feline Tales, Old and New","Wildside Press LLC","Wildside Press","20130719","20130719","","","","Digital original","FIC009040 JUV002050 FIC003000","","","","eng","498","Cats have beguiled writers for as long as fiction has existed. Our second anthology of cat stories includes feline fantasies, science fiction, mysteries, mythology, westerns, romances, memoirs, horror, and some pieces that just defy description—27 stories, 2 poems, and a play!
<P>
Included are:
<P>
INTRODUCTION: ALL CATS ARE GRAY…, by Robert Reginald<BR>
THE CATS OF ULTHAR, by H. P. Lovecraft<BR>
THE CAT WITH THE TULIP FACE, by A. R. Morlan<BR>
THE STORY OF THE FAITHFUL CAT, by Lord Redesdale<BR>
ZUT, by Guy Wetmore Carryl<BR>
THE MOUNTAIN CAGE, by Pamela Sargent<BR>
MADAME JOLICŒUR'S CAT, by Thomas A. Janvier<BR>
THE CAT THAT WALKED BY HIMSELF, by Rudyard Kipling<BR>
THE WOMAN WHO HATED CATS, by Margaret St. John Bathe<BR>
GIPSY, by Booth Tarkington<BR>
THE CAT WHO CHANGED INTO A WOMAN, by Eugène Scribe, Translated by Frank J. Morlock (play)<BR>
A CARGO OF CAT, by Ambrose Bierce<BR>
THE HUNTER CATS OF CONNORLOA, by Helen Hunt Jackson<BR>
WHITE COMMA, by A. R. Morlan (poem)<BR>
NINE LIVES, by E. Nesbit<BR>
THE BLACK CAT OF THE OLD MANOR HOUSE, by Elliott O’Donnell<BR>
MONCRIF’S CATS: FIRST LETTER, by François-Augustin Paradis de Moncrif, Translated by Reginald Bretnor<BR>
CAT, by Reginald Bretnor<BR>
EPITAPH OF A CAT, by Joachim du Bellay, Translated by R. N. Curry (poem)<BR>
TRAPS, by Jack Dann and George Zebrowski<BR>
THE BLACK CAT’S EYES, by Benjamin F. Ferrill<BR>
TO A CAT, by Algernon Charles Swinburne (poem)<BR>
SHIREEN AND HER FRIENDS: PAGES FROM THE LIFE OF A PERSIAN CAT, by Gordon Stables<BR>
CAT ON A HOT TAR ROOF, by Gary Lovisi<BR>
CATS AND CANDY, by Mark Twain<BR>
CRY FROM A FAR PLANET, by Tom Godwin<BR>
CAT THIEF, by Ernest Dudley<BR>
LEGEND OF THE CAT, by Mary Rocker-Gramlich and Charles Allen Gramlich<BR>
CAT BURGLAR, by Robert Reginald<BR>
CALVIN, by Charles Dudley Warner
<P>
And don't forget to search this ebook store for ""Wildside Megapack"" to see all the entries in the series, covering fantasy, science fiction, mysteries, westerns, author collections...and much, much more!","20130101","Sargent, Pamela","Author","Zebrowski, George","Author","","","","","WORLD","","","","0.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781667602141","","An Artificial Clue","","Wildside Press LLC","Wildside Press","20230112","20230112","Sexton Blake","","","Digital original","FIC022000 FIC022090 FIC022060","","","","eng","18","By the time the doctor arrived, Lord Lingdale was beginning to show signs of returning consciousness. When he finally regained his senses and had been informed that the diamonds had been stolen, he turned to his wife. “Wire at once for Sexton Blake,” he said.","20230101","Meredith, Hal","Author","Wurf, Karl","Introduction by","","","","","WORLD","","","","0.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
