"eISBN13","Print ISBN13","Title","Subtitle","Publisher","Imprint","Publication Date","On Sale Date / Embargo Date","Series Name","Series Number","Edition Number","Edition Description","BISAC Code","BIC Code","LC Classification","Dewey Decimal Code","Language","Page Count","Content Description","Copyright date","Contributor 1","Contributor Role 1","Contributor 2","Contributor Role 2","Contributor 3","Contributor Role 3","Exclusive Rights Countries","Non-Exclusive Rights Countries","Exclusive Rights Regions","Non-Exclusive Rights Regions","Not For Sale Countries","Not For Sale Regions","Price","Currency Code","Business Model","Price Type Code","Price Type Description","Discount Amount","Discount Percentage","Price Effective From","Price Effective Until","Discount Code Type Code 1","Discount Code Type Name 1","Discount Code Value 1","Discount Code Type Code 2","Discount Code Type Name 2","Discount Code Value 2","Discount Code Type Code 3","Discount Code Type Name 3","Discount Code Value 3","Countries Included","Countries Excluded","Regions Included","Regions Excluded","Asset Type"
"9781479459131","","Digging Up Bones","","Wildside Press LLC","Wildside Press","20210227","20210227","Barb Goffman Presents","","","Digital original","FIC022000","FFC","","","eng","22","Nathan Shields is haunted by a skeleton in his past. But he soon learns the real threat lies beneath the surface, where he least expects it. As he uncovers the truth, Nathan discovers a frightening reality: sometimes what you bury will bury you.","20210101","Abbott, Brandon","Author","","","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479443741","","The Gentlest of the Brothers","","Wildside Press LLC","Wildside Press","20190531","20190531","","","","Digital original","FIC022000","FFC","","","eng","16","Kevin McCarthy, lay brother at a seminary, learns of the suicide of Rose Kathleen, his sister. She had been an exotic dancer and prostitute for a childhood bully turned crime lord, Rory O'Bannon. In her suicide note, she also sent Kevin a diary naming names, detailing narcotics transactions, and prostitution activities. Kevin renounces his vows, confessing to his superior his plan to kill Rory O'Bannon...","19560101","Alexander, David","Author","","","","","","","WORLD","","","","7.79","NOK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479423347","","Cthulhu's Cousins and Other Weirdnesses","","Wildside Press LLC","Wildside Press","20160920","20160920","","","","Digital original","FIC024000 FIC015000 FIC009070","FK","","","eng","232","When Cthulhu calls . . . W. Paul Ganley answers! This volume collects a treasure trove of Cthulhu Mythos and dark fantasy stories -- all told, a baker's dozen -- by the World Fantasy Award-winning editor of WEIRDBOOK magazine! The 13 stories featured are:<P>ANCIENT EVIL<BR>
OTHERS, WHO ARE NOT MEN<BR>
ESSENTIAL SALTES<BR>
I AM HUMAN<BR>
WORMS<BR>
FALLOUT<BR>
THE VAULT OF KARNUNNA<BR>
THE GREAT HERO<BR>
IN THE TEMPLE OF PHTHATHNEE<BR>
MEMORY<BR>
FORERUNNERS OF DOOM<BR>
THE CUBE OF XANXES: Part One—The Finger of Xanxes<BR>
THE CUBE OF XANXES: Part Two—The City of Joy<P>
Features an introduction by Darrell Schweitzer","20160101","Ganley, W. Paul","Author","Schweitzer, Darrell","Introduction by","","","","","WORLD","","","","3.99","CAD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479459315","9781479459315","Ahead of His Time","","Wildside Press LLC","Wildside Press","20200703","20200703","","","","","FIC028000","FLC","","","eng","47","Sanjan Thome, the radioactive man, seals his own doom by striving to save the world from ultimate disaster!","20200101","Cummings, Ray","Author","","","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479446889","","The Carson Effect","","Wildside Press LLC","Wildside Press","20200101","20200101","","","","Digital original","FIC028000","FLC","","","eng","15","What do these things have in common? A secretary at a company goes to ask for reimbursement for a cab ride, and is told she has been overpaying into her pension and is given almost 6 months' salary. A guy goes to rob a bank, and is given more than 20 times the amount he was asking for. A boy goes to Tiffany's to buy his mother a birthday present, and is sold a $7000 necklace for $1...","19640101","Wilson, Richard","Author","","","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781434446350","9781434445902","The Amethyst City","The Golden Amazon Saga, Book Four","Wildside Press LLC","Wildside Press","20130501","20130501","","","","","FIC028030 FIC028000 FIC028010","","","","eng","194","The human-occupied planets in the Solar System, Earth and Mars, are suddenly threatened with a space-borne plague that rusts and destroys all metals. If the ""disease"" continues unchecked, all of civilization is threatened. Behind this insidious menace is Sefner Quorne, the sinister master scientist of Atlantis. Quorne had earlier enslaved the humans on Earth, until he was deposed by the Golden Amazon and Abna, the real Lord of Atlantis. But now, with Abna dead, and the Amazon mortally wounded on one of the moons of Jupiter, nothing can halt Quorne’s plans--until a lone space traveller abruptly intervenes. Viona, a beautiful young woman whose origins are shrouded in mystery, is somehow connected to the mysterious Amethyst City of Saturn...a place that cannot possibly exist! Volume Four in this exciting continuing saga of Earth and space.","19510101","Fearn, John Russell","Author","","","","","","","WORLD","","","","3.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479448852","","The Name of the Game","","Wildside Press LLC","Wildside Press","20180101","20190114","","","","Digital original","FIC022000","FFC","","","eng","17","Semyon Grovanov, a Ukranian national who attended an elite spy school, is to settle down in the United States with a spy ""wife"" using forged Canadian passports. But will the lure of American life prove too much?","20190101","Hay, Jacob","Author","","","","","","","WORLD","","","","7.79","NOK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781434437365","9781434435750","Mars Needs Books!","A Science Fiction Novel","Wildside Press LLC","Wildside Press","20111021","20111021","","","","","FIC028000 FIC028010","","","","eng","236","In the not-so-distant future, men have come to Mars to escape the oppressive Earth government. Ryan is an agent for a super-secret government agency, the Department of Control (DOC), and has always been willing to do whatever his masters want of him. But on Mars, everything is different, and all that Ryan does is read books: hardboiled, noir crime paperbacks dating from the last century. In fact, such works are read and collected by everyone on Mars, even serving as a medium of exchange. Why? Is there some secret DOC plot involved? Or has Ryan conjured up a literary fantasy in his own guilt-twisted mind? Maybe he's still confined in a prison cell back on Earth, reading a science-fiction novel called Mars Needs Books! As Ryan probes deeper and deeper into the mystery, he comes to understand just one thing: he must uncover the truth!","20110101","Lovisi, Gary","Author","","","","","","","WORLD","","","","3.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781434443038","9781479401451","Dr. Morelle and the Doll","A Classic Crime Novel","Wildside Press LLC","Wildside Press","20131007","20131007","","","","","FIC022030 FIC022090 FIC050000","","","","eng","216","In a wild, bleak corner of the Kent Coast, a derelict harbour rots beneath the tides. Here the ""Doll,"" a film-struck waif, and her lover, ex-movie star Tod Hafferty, play out their final, tragic, ill-fated, real-life roles. Sudden death strikes the players more than once, ultimately involving a member of the local police force. Then, as Dr. Morelle finds himself enmeshed in a network of sex and murder, Miss Frayle's anticipated quiet weekend results in her being drawn into a climactic twist. Can Dr. Morelle find a way to unmask the real killer? Another startling entry into this long-running British classic crime series!","19600101","Dudley, Ernest","Author","","","","","","","WORLD","","","","2.99","CAD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479406043","","The Second Philip K. Dick MEGAPACK®: 13 Fantastic Stories","","Wildside Press LLC","Wildside Press","20150603","20150603","","","","Digital original","FIC028000","FLC","","","eng","152","The Second Philip K. Dick MEGAPACK™ collects 13 more rare stories by the classic science fiction author. Included in this volume are:<P>
THE UNRECONSTRUCTED M<BR>
SALES PITCH<BR>
SHELL GAME<BR>
BREAKFAST AT TWILIGHT<BR>
ADJUSTMENT TEAM<BR>
FOSTER, YOU'RE DEAD<BR>
THE CRAWLERS<BR>
THE GOLDEN MAN<BR>
THE LAST OF THE MASTERS<BR>
THE TURNING WHEEL<BR>
UPON THE DULL EARTH<BR>
HUMAN IS<BR>
MEDDLER<P>
If you enjoy this book, search your favorite ebook store for ""Wildside Press Megapack"" to see the 200+ other entries in the series, covering science fiction, fantasy, mysteries, westerns, classics, adventure stories, and much, much more!","20150101","Dick, Philip K.","Author","","","","","","","WORLD","","","","5.99","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479442454","","There’s Death in the Heir","","Wildside Press LLC","Wildside Press","20190410","20190410","","","","Digital original","FIC022000","FFC","","","eng","133","It’s difficult to cash in on a will before the testator dies. But once in a while an heir will help dig that grave!","20190101","Holden, Larry","Author","","","","","","","WORLD","","","","1.29","INR","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781667631509","9781667631509","The Flowering Stone","","Wildside Press LLC","Alien eBooks","20240124","20240124","","","","","FIC014000","FFC","","","eng","24","When army surgeon Captain Burbank joins Delia's regiment, tales of his scandalous past precede him. Though repulsed by his reputation, Delia glimpses the inner torment behind his cynical exterior. When Burbank starts selflessly serving the local villagers, Delia sees the good in him. But Oriental prejudice erupts in violence, leaving Burbank's fate, and Delia's heart, hanging in the balance.","20240101","Abdullah, Achmed","Author","","","","","","","WORLD","","","","0.99","CAD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479443277","","Death Has Many Faces","","Wildside Press LLC","Wildside Press","20190507","20190507","","","","Digital original","FIC022000","FFC","","","eng","7","Red Skye, ace American pilot in World War II, has an enemy in Baron Skull...an enemy who will rest at nothing to murder him!  A classic pulp aviation story from 1942.","19420101","Millard, Joseph J.","Author","","","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479426447","","The Ardath Mayhar MEGAPACK®: 38 Fantastic Stories","","Wildside Press LLC","Wildside Press","20170308","20170308","","","","Digital original","FIC028000 FIC028080","FLC","","","eng","325","Ardath Mayhar is one of the best kept secrets of Texas. Over the course of her career, she published novels, short stories, articles, and more with a unique voice and vision. The Ardath Mayhar MEGAPACK® (originally published as Crazy Quilt: The Best Short Stories of Ardath Mayhar).<P>
INTRODUCTION: ARDATH MAYHAR, EAST TEXAS MAGICIAN, by Joe R. Lansdale<BR>
FIDO IS A LOVING BEAST<BR>
A HARPING OF WATERS<BR>
A PAINTERLY EFFECT<BR>
THE WEAPON<BR>
GRYPHON’S NEST<BR>
THE FORGING OF FEAR<BR>
WHO ACCUSES THIS WOMAN?<BR>
A SHIMMER OF BLACKNESS<BR>
THE NEXT GENERATION<BR>
INDULGENCES<BR>
HUNTING TRUCE<BR>
FUNGI<BR>
THE POWER THAT PRESERVES<BR>
RATINGS WAR<BR>
SOLO PERFORMANCE<BR>
THE CHILDREN BENEATH THE STONES<BR>
CONCERTO<BR>
THE DIG<BR>
A NIGHT IN POSSUM HOLLER<BR>
THE TUCK AT THE FOOT OF THE BED<BR>
THE EAGLE CLAW RATTLE<BR>
THROUGH THE PADDED DOOR<BR>
THE AFFAIR OF THE MIDNIGHT MIDGET<BR>
CRAWFISH<BR>
AUNT DOLLY<BR>
THE CREEK, IT DONE RIZ<BR>
JIGSAW<BR>
THE ANTHOLOGIST<BR>
THE PISTOLEER<BR>
POWDER RIVER HIDEOUT<BR>
TRAPLINE<BR>
A COLD WAY HOME<BR>
NIGHT OF THE COUGAR<BR>
LIKE MOTHER USED TO MAKE<BR>
WHISTLE IN THE WIND<BR>
HEAVY, HEAVY HANGS OVER YOUR HEAD<BR>
WELCOME THE ANGLOS<BR>
COLD TEARS, COLD STONE<P>
If you enjoy this ebook, don't forget to search your favorite ebook store for ""Wildside Press Megapack"" to see more of the 300+ volumes in this series, covering adventure, historical fiction, mysteries, westerns, ghost stories, science fiction -- and much, much more!","20090101","Mayhar, Ardath","Author","Lansdale, Joe R.","Introduction by","","","","","WORLD","","","","5.99","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479417711","","By the Watchman's Clock","","Wildside Press LLC","Wildside Press","20180531","20180531","","","","Digital original","FIC022000","FF","","","eng","144","Slowly I turned to face the hall and the doorway. I waited in an agony of suspense. The great house was as silent as an empty grave, with the pulse of time beating eternally against it; tick, tock; tick, tock; tick, tock...<P>
Gradually I relaxed and let my hand drop, until—I shrieked and turned-and raised my hand dripping with blood. I stared at it like a maniac, and then at the thing it had touched...","19320101","Brown, Zenith","Author","Ford, Leslie","Author","","","","","WORLD","","","","7.99","AUD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479429363","","The Girl Who Kept Knocking Them Dead","A Classic Mystery","Wildside Press LLC","Wildside Press","20180222","20180222","","","","Digital original","FIC022000","FF","","","eng","160","The murder of a sweet young woman is not an unusual occurance in the big city, but when the corpse herself proves so contradictory, stubbornly defying the police to catch her murderer, this becomes meat and bread to Assistant D.A. Jeremiah X. Gibson. Accompanied by his long-suffering sidekick, Mac, Gibby walks in on one murder -- and out on five. Before the maelstrom finally subsides, Gibby and Mac have almost joined the roster of corpses that parade through this, their most ingenous case!","19570101","Stone, Hampton","Author","","","","","","","WORLD","","","","25.00","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479428731","","Arizona Guns","","Wildside Press LLC","Wildside Press","20180222","20180222","","","","Digital original","FIC033000","FJW","","","eng","192","""You’re on your way to HELL!""<P>
The outlaw Roush brothers whirled from the bar at the sound of the harsh voice. What they saw was a kid not yet eighteen -- but what a kid! <P>He was Jimmy Clanton, a tough rawhider who had notched his first killing two years before. ""What do you want with us?"" growled Dave Roush. His brother Hugh moved slowly along the bar.<P>
The kid, hands propped on his hips, watched quietly. ""I'm here to settle for what you two did to my sister,"" he said finally.<P>
The Roush brothers exchanged glances. Then their hands dropped to their black .44s and gun thunder churned savagely through the saloon…","20180101","Raine, William MacLeod","Author","","","","","","","WORLD","","","","25.00","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479407095","","Go, Honeylou: A Pete Schofield Caper","","Wildside Press LLC","Wildside Press","20150824","20150824","","","","Digital original","FIC022080 FIC022000","FF","","","eng","164","""Thomas B. Dewey is one of detective fiction's severely underrated writers!"" -- Bill Pronzini<P>
Pete thought he had it made. A cool half-grand, plus expenses, just to deliver Uncle Pierce Bonwell's bright-eyed and burstin' niece, Honeylou, to her Aunt Cindy -- in one piece. But Pete learned the hard way that Uncle Pierce wasn't giving money away. The cost of kidnapping and murder runs pretty high!","19620101","Dewey, Thomas B.","Author","","","","","","","WORLD","","","","29.99","NOK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781434448743","9781434444462","Reflected Glory","A Dr. Castle Classic Crime Novel","Wildside Press LLC","Wildside Press","20120504","20120504","","","","","FIC025000 FIC022030","","","","eng","178","When rising young artist Clive Hexley, R.A., vanishes, his friends suspect foul play. Chief-Inspector Calthorp of Scotland Yard is called upon to look into the disappearance, and his investigations lead him to question Hexley’s ex-fiancée, Elsa Farraday. Farraday writes horror-tinged mysteries under a pseudonym, and lives by herself in an old house in the English countryside. She eventually confesses that she murdered the artist and threw his body into a swamp. But the girl’s odd, even peculiar mannerisms puzzle Calthorp, and he hesitates to make an arrest when no trace of Hexley's body can be found--or even any proof of his death. Ultimately, he calls in Dr. Adam Castle, the redoubtable psychiatrist and investigator, to help solve the case. Is Elsa a cold-blooded murderer mining her own crimes for her lurid novels? Or is she just an unfortunate ""lost soul"" who was in the wrong place at the wrong time? An absolutely first-rate psychological thriller!","20120101","Fearn, John Russell","Author","","","","","","","WORLD","","","","2.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781434442727","","Science Fiction: The Year's Best (2006 Edition)","","Wildside Press LLC","Wildside Press","20140108","20140106","","","","","FIC028000","","","","eng","320","Horton's elegiac anthology of 15 mostly hard SF stories illuminates a broad spectrum of grief over love thwarted through time, space, human frailty or alien intervention, from the gentle melancholy of Michael Swanwick's ""Triceratops Summer,"" which posits tame Technicolored time-warped dinosaurs in Vermont, to newcomer Leah Bobet's ""Bliss,"" an agonizing riff on near-future drug addiction. Several selections address current political-social issues, like Mary Rosenblum's ""Search Engine,"" which extrapolates today's technology to chilling, Big Brotherly results. The long closing story, Alastair Reynolds's ""Understanding Space and Time,"" however, presents a ray of cosmic hope: the sole survivor of a plague that decimated humanity is rescued and healed by intergalactic entities and lives out millennia while seeking ultimate truths, returning to see mankind regenerated. This anthology reflects the concerns of the genre today—and the apparent inability of our society to do anything about them. -- Publishers Weekly","20140101","Haldeman, Joe","Author","Reynolds, Alastair","Author","","","","","WORLD","","","","2.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479442973","","Sanders of the River","","Wildside Press LLC","Wildside Press","20190423","20190423","","","","Digital original","FIC002000","FJH","","","eng","188","British Commissioner Sanders rules the West African territories in the manner of a strict father, watching over his subjects with a combination of force and indulgence. When Sanders takes a period of leave, his kingdom falls into disarray, until order is restored with the help of the loyal chief Bosambo.","20190101","Wallace, Edgar","Author","","","","","","","WORLD","","","","7.79","NOK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479458066","9781479458066","A Woman at Bay","","Wildside Press LLC","Wildside Press","20200703","20200703","","","","","FIC022000","FFC","","","eng","246","Nick Carter faces off against Black Madge.","20200101","Carter, Nicholas","Author","","","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781434446671","9781434445537","The Bessie Blue Killer","The Lindsey & Plum Detective Series, Book Three","Wildside Press LLC","Wildside Press","20130411","20130411","","","","","FIC022020 FIC022040 FIC022000","","","","eng","296","During World War II, due to a shortage of qualified pilots, Uncle Sam began a program of training thousands of military pilots. Among these were the Tuskegee Airmen, a unit of African-Americans eager to fly in combat. Fifty years later a Hollywood studio sets out to create a documentary about these brave airmen, featuring grizzled survivors of that long-ago era flying lovingly maintained vintage aircraft. And then...murder strikes on the movie set, and Hobart Lindsey, insurance investigator-turned-detective, enters the scene. Along with his sometime rival (and sometime love!), Marvia Plum, Lindsey plunges into a mystery with roots stretching half a century into the past. The third riveting entry in the Lindsay & Plum Detective Series!","20130101","Lupoff, Richard A.","Author","","","","","","","WORLD","","","","4.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","Web PDF"
"9781479406555","","Shadow Kingdoms","The Weird Works of Robert E. Howard, Vol. 1","Wildside Press LLC","Wildside Press","20150727","20150727","","","","Digital original","FIC009000","FM","","","eng","198","Shadows Kingdoms is the first volume of The Weird Works of Robert E. Howard, presenting all of Howard's Work from the classic magazine Weird Tales, meticulously restored to its original texts. This volume begins with ""Spear and Fang,"" Howard's first professional fiction sale, and concludes with ""Red Thunder,"" a gripping sword & sorcery tale. Series characters present in this volume include King Kull and Solomon Kane.","20050101","Howard, Robert E.","Author","Herman, Paul","Edited by","Finn, Mark","Introduction by","","","WORLD","","","","7.50","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781434449184","","The Martian Megapack","11 Classic Novels and Stories","Wildside Press LLC","Wildside Press","20120309","20120309","","","","","FIC028000","","","","eng","1305","This volume in the Megapack series assembles classic Martian science fiction, including the first 5 volumes of Edgar Rice Burroughs' Barsoom saga (A Princess of Mars, The Gods of Mars, Warlord of Mars, Thuvia, Maid of Mars, and The Chessmen of Mars), plus six more Martian novels and storiesby other great writers. More than 1,300 pages of classic science fiction in all!<P>

Complete contents:<P>

A Princess of Mars, by Edgar Rice Burroughs<BR>
The Gods of Mars,  by Edgar Rice Burroughs<BR>
Warlord of Mars, by Edgar Rice Burroughs<BR>
Thuvia, Maid of Mars, by Edgar Rice Burroughs<BR>
The Chessmen of Mars, by Edgar Rice Burroughs<BR>
Edison's Conquest of Mars, by Garrett P. Serviss <BR>
Gulliver of Mars, by Edwin L. Arnold <BR>
A Martian Odyssey, by Stanley G. Weinbaum <BR>
Valley of Dreams, by Stanley G. Weinbaum <BR>
The Man the Martians Made, by Frank Belknap Long <BR>
Black Amazon of Mars, by Leigh Brackett<P>

And don't forget to search this ebook store for ""Megapack"" to see other  volumes in this series, from westerns to science fiction to ghost stories to mysteries...and many more!","20120101","Burroughs, Edgar Rice","Author","Serviss, Garrett P.","Author","Arnold, Edwin L.","Author","","","WORLD","","","","0.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781667602479","","Morgan Le Fay 5: Herself","","Wildside Press LLC","Wildside Press","20230216","20230216","","","","Digital original","FIC009000 FIC009030 FIC009110","FM","","","eng","296","I am Morgan the Fay. The wicked witch, the embodiment of evil. And yet. I am the queen who takes Arthur in my arms for healing. Some editing of the story will clearly be necessary.'
<P>Morgan stands by Dozmary Pool after the Battle of Camlann, pleading with the dying Arthur to trust her. Only she can heal him. Is her price too high?
<P>As she retraces the bitterness and misunderstanding between them, she throws new light on the tales which the first four narrators have told.
<P>But that's not all. There have been countless other versions of her story, from prehistoric myths to contemporary novels. With scornful irony Morgan show us how their authors have changed her from a wise and healing ruler to a malignant sorceress and derided temptress.<P>
Can Arthur see the truth in time?","20230101","Sampson, Fay","Author","","","","","","","WORLD","","","","5.99","USD","Library","01","RRP excluding tax","","","","","02","02","proprietary","","","","","","","","","","","Web PDF"
"9781434437105","","The Spriggan Mirror","A Legend of Ethshar","Wildside Press LLC","Wildside Press","20111201","20111201","","","","Digital original","FIC009000","FM","","","eng","226","Every wizard in Ethshar knew that if you needed something special, something difficult to find, that Gresh the Supplier was the man to see. He was expensive, but always delivered. So when the Wizards' Guild finally got fed up with the little green nuisances that called themselves ""spriggans,"" the Guild hired Gresh to fetch them the magic mirror that created the troublesome imps. The wizards thought finding it looked impossible. Gresh thought his methods would do the job. But no one had asked the spriggans what they thought!","20070101","Watt-Evans, Lawrence","Author","","","","","","","WORLD","","","","42.00","DKK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781434446718","9781479400560","Clark Ashton Smith","A Critical Guide to the Man and His Work, Second Edition","Wildside Press LLC","Wildside Press","20130408","20130408","","","","","LIT018000 LIT004020 LIT004260","","","","eng","220","Clark Ashton Smith (1893-1961) was a major writer of fantasy and science fiction during the first half of the twentieth century. Together with H. P. Lovecraft and Robert E. Howard, Smith was one of the ""Three Musketeers"" of legendary Weird Tales magazine, and contributed some of the most distinctive (and controversial) fantastic fiction to ever appear in Hugo Gernsback's Wonder Stories. His ""City of the Singing Flame"" and ""Vaults of Yoh-Vombis"" are acknowledged classics in the field, but represent only two selections from a career that produced more than one hundred short stories and over five hundred poems. His imagination roamed the exotic realms of Zothique, Poseidonis, and Averoigne, settings for piquant and colorful tales of beauty and death--stories that value image and atmosphere over plot and action, told in a richly ornate prose-style that has won him ardent admirers, and has influenced such writers as Ray Bradbury, Jack Vance, and Bruce Sterling. This Second Edition of the first book-length study of Smith--a substantial examination of his life and works, his artistic evolution and literary heritage--includes a supplementary suite of essays that delve into the most interesting aspects of Smith's fiction, plus Smith's own tale of  Mars, ""Mnemoka,"" unpublished in his lifetime, but resurrected here from the fragments of its burned manuscript. Drawing on unpublished materials and correspondence, and conversations with surviving friends and colleagues, critic Steve Behrends paints a portrait of Clark Ashton Smith as a gifted, stubborn iconoclast, one of the last surviving Romantics in the heyday of Realism--a man born outside his time, whose escape lay in the dream-journeys of his fiction and poetry.","20130101","Behrends, Steve","Author","","","","","","","WORLD","","","","4.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781434443212","9781479400805","Atilus the Lanista","The Saga of Atilus, Book Three","Wildside Press LLC","Wildside Press","20130912","20130912","","","","","FIC014000 FIC027140","","","","eng","180","As a young boy Atilus Cindras had been taken from Britain to Rome as a slave, and trained in the gruesome arts of the gladiators. Fueled by his hatred for Rome, he'd risen to the top of his killing trade with his fierce and deadly skill, and won the coveted Rudis, the wooden sword that gave him his freedom. But he wants more from Rome than this, and gambles all of his money on a commercial venture that fails. Now deeply in debt, he's pulled into a partnership with wealthy patricians who want to use his knowledge as a lanista--a manager of gladiators--to make them all rich. When one of his backers betrays him, and when Rome erupts in fire in the summer heat, Atilus must use every skill, every bit of knowledge, to save himself and his new British wife from the all-engulfing flames, and then somehow find a way to return to his native land. The stunning, action-filled conclusion to the Atilus Trilogy!","20130101","Tubb, E. C.","Author","","","","","","","WORLD","","","","3.99","EUR","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781667631639","9781667631639","Black Lily","","Wildside Press LLC","Alien eBooks","20240125","20240125","","","","","FIC014000","FFC","","","eng","32","When mysterious West African trader Wheold Durand flees to Berlin, his friend Johnny Fresne reluctantly goes with him. But the ghosts of Durand's shady past stalk him even in Europe. After a voodoo witch doctor arrives seeking revenge, Durand mysteriously vanishes, leaving behind a shocking murder scene. Fresne follows a faint trail of Durand's trademark Black Lily perfume into the winding streets of Berlin's wealthy suburbs, desperate to find his double-crossing companion before the witch doctor gets his brutal retribution.","20240101","Abdullah, Achmed","Author","","","","","","","WORLD","","","","0.99","CAD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479406364","9781479406364","Thongor and the Wizard of Lemuria","","Wildside Press LLC","Wildside Press","20150715","20150715","","","","","FIC009000","FM","","","eng","","Thongor of Valkarth -- mightiest warrior of the ancient continent of Lemuria, before the dawn of history -- launches into his saga with this rousing adventure of swordplay and sorcery. The ancient dragon kings have deemed the hour right to regain their dominance over Earth -- and only Thongor and his companions, aided by the science and magic of the wizard Sharajsha, stand between mankind and the night of doom!<P>
The first of the Thongor sword & sorcery series, ""Thongor and the Wizard of Lemuria"" was originally titled ""The Wizard of Lemuria."" This is the author's 1969 revised and expanded text.","19690101","Carter, Lin","Author","","","","","AE AF AL AM AN AO AQ AR AS AT AW AX AZ BA BB BE BF BG BH BI BJ BL BO BQ BR BV BY CA CC CD CF CG CH CI CK CL CM CN CO CR CS CU CV CW CX CZ DE DJ DK DO DZ EC EE EH ER ES ET FI FM FO FR GA GD GE GF GG GH GI GL GM GN GP GQ GR GS GT GU GW HM HN HR HT HU ID IM IR IS IT JE JP KG KH KI KM KP KR KZ LA LB LI LR LT LU LV LY MA MC MD ME MF MG MH MK ML MN MO MP MQ MR MS MV MX NC NE NF NI NL NO NU OM PA PE PF PH PL PM PR PS PT PW PY QA RE RO RS RU SE SI SJ SK SM SN SR SS ST SV SX SY TC TD TF TG TH TJ TK TL TM TN TO TW UA UM US UY UZ VA VE VI VN WF YT YU","","","","","","29.99","NOK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479439935","","Kiss and Kill","","Wildside Press LLC","Wildside Press","20171129","20171129","","","","Digital original","FIC022060 FIC022000 FIC050000","","","","eng","160","He had found her in a quiet bar -- a sulky-mouthed, awkward, green-eyed kid trying desperately to pick up a man. He taught her how to dress, to walk, to laugh, made her into the kind of woman who makes every man reach into his pocket for hundred-dollar bills. <P>
Looking at her now, Sam was proud of himself. He had done a good job on her.<P>
He was almost sorry she had to die...","19600101","Deming, Richard","Author","","","","","","","WORLD","","","","3.99","CAD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
